t_id,text
569,it s safe to go after lenadunham because you don t like her for whatever reason so you think that makes her anti semitic
570,i co host morningjewshow and we get some anti semitic crap sent to us daily online i see it in the left plenty but
571,there s a serious rise of anti semitic public acts in europe but lenadunham s comedy is where you re brave enough to throw down
572,fellow jews and others who are freaked out by lenadunham latest piece in the newyorker we got way bigger problems
573,rachelsklar we also talk in the morningjewshow ep about why people lose their minds over lenadunham would love your take on future show
578,my cab driver via flywheel yesterday had already worked for and left lyft and uber said they didn t pay or treat drivers as well
580,rt shakestweetz one out of every six hoosiers depends on food stamps pantries to get enough to eat but by all means boycottindiana
582,pretty sure indiana s governor was hoping for backlash to outbutch walker for gop primaries til he needs help from a gay surgeon
583,i want some jewish organizations and community to watch how the lgbt ones deal with this stuff because there is another way
586,is lena dunham good for the jews tomorrow on morningjewshoww me and kthalps fb
587,rt morningjewshow there was an american nazi party rally that filled madison square garden in learning this from rememberthispod
588,gregelin been ages coffee
589,benioff many thanks for showing some leadership re indiana there may be other states that follow will you stay out of them
590,look forward to seeing prominent venture capitalists come out with commitment to diversifying their firms and the ppl they invest in
592,striving or pretending to be absolutely self sufficient is idolatry also just plain daft in passover class http t co jim oju k
593,bay area your fave community or credit union bank w best online banking patelco mechnics or other
594,simple i don t see any point in talking to bottom level customer service again no one has authority to give certain info
595,simple i ve already been through it i got conflicting advice and f u messages saying i cd have acct closed no access to exec
596,lizgannes may have to content myself with writing some for a bit already so entertained heathersomervil
597,lizgannes i d imagine they would if they re smart but this trial hasn t shown them to always be that smart heathersomervil
598,come see me and other comedians singers and vintners re imagine the passover seder this sunday citywinerynapa fb
601,lizgannes heathersomervil know if anyone got tom the nazi left are coming to get us riches perkins on record about the ellenpao trial
602,break a leg tonight in vancouver dnto sookyinlee hope to join you for a future show
603,rt teamdnto dntoinyvr is officially a sell out here s a sneak peek at the stage being set see you tonight rain city http t co lco
604,did anyone ask tom the are victims of the nazi left perkins a founding partner at kpcb for comment on the ellenpao trial fb
606,recently introduced to secure d messaging app threemaapp i really like it no user data tracking faster than apple mms messenger
607,simple no way to feel confident my account is secure
608,simple i ve already done that before i ve gotten conflicting responses phone and email
609,you need to take risks disrupt say people who scoff at ellenpao s suit which did more of both than of vc investments fb
610,if pao wins nothing gets better for women say people whose plan for things getting better is wait years for their genius daughter
611,susie c it took a lawsuit for women journalists to get on the news floor at the nytimes
612,angie seattle they look great i m in oakland
613,what vcs are gonna threaten to not hire you like evangelical christians are gonna threaten you with invisible hell you don t believe in
614,exactly what i m googling great advice rt angie seattle heathr i recommend checking out a credit union their customers are members
615,now no one will hire women whisper vcs and angels firms already not hiring women ellenpao fb
616,simple it s tough to feel secure about your bank when they start messaging you about closing your account bc you aren t w d
617,simple that is not what your customer service reps are saying to me
618,lifehacker nerdwallet love your recommend for best online banking that s not simple which tells me self employed ppl can have accts shut
619,sandyanne sure is simple
620,anyone really like their on line banking somewhere besides simple and want to recommend it self employed folks unwelcome on simple fb
621,as usual a start up acquired is no longer the same bank simple tells me if you re self employed we can close your account if we want fb
622,guy approaches my girlfriend and i kissing goodbye i get ready to cringe guy talks to me about my jack purcells guy is my new pal
625,trying to access the wordpress admin for my old site isn t show up when i input site wp admin just assurance the database is update
626,except for every maker who eats mt iammollywalsh agriculture uses of water but only generates of california s revenue gmicncc
627,i was in napa yesterday still grapes in the fields no condos yet fb
629,ginatrapani would you like a slack channel for post podcast convo
630,ablaze or xfinitywifi would love to hide that everywhere
631,rt firstpersonpbs i can count the number of out gay women who i know who have notoriety who get press on one hand nicolettemas
634,rt libroantiguo mystery writer agatha christie with her surf board fred one of the first british people to learn to surf http
636,rt sandyanne do men go to your shows thingspeoplesaytoartists
639,night good people fb
640,after working on shift magazine all those years ago a can t believe a cdn publisher couldn t keep the name now msnbc has it pomeranian
641,feliciahorowitz your piece is one of the most hopeful things i ve ever read connected to sv love to you your family
643,tedr mine too i always wanted that
644,rt weird hist the egyptian pyramids were older to the romans than the romans are to us http t co nwiu frnpp
645,night good people fb
647,caseymalone she s disrupting humiliation she s rebranded it s like arianna truthfully i m v moved by lewinsky s recent statements
648,caseymalone foreign subtitles under that white shot what is rap ha ha ha ha
650,caseymalone oh those people and their raps
652,ellenpapadakis buttery buttah rt msleamichele this tonight dgaawards barbrastreisand http t co netml jy
653,when i last played hockey there was no such thing as a stick fb
654,maegancarberry kthalps mj jew eoke tour maybe one nyc day in may
655,have an extra ticket for an awesome play in berkeley at tonight anne carson s antigonick shotgunplayers who wants it
656,bhorowitz web anildash i think leading by example and diversifying vc firms themselves will make a huge start you know leadership
657,anyone else self employed with a simple account getting any guff from the company about using their bank fb
660,rt advicetowriters write what you need to write not what is currently popular or what you think will sell p d james amwriting http
662,night good people dreaming of sleep fb
663,to recreate for themselves a childhood they never had julian fellows speaking about pl travers works for cosby too it seems
664,you often find that when people are successful in creating a childhood icon it is because not so much they love children as they want
665,ninavizz she meant in inspiring and emboldening legions of other women who have been through common experiences
666,dearsarah i followed on line myself i want to try to go to closing arguments though
667,dearsarah here s to not practicing law
668,dearsarah of course any woman who s worked in these circumstances knows the implicit sexism so well it is definitely a bit of a jolt
669,dearsarah my friend said she thought it crumbled during the cross which she didn t seem prepared for jury questions seemed a bit telling
670,dearsarah on any kind of basis but who has this has been v unusual big risk taking against those who call often themselves risk takers
671,dearsarah it s already astonishing ellen pao did i think of the number of entrepreneurs who must have wanted to sue vcs
672,dearsarah hey i am no practicing attorney but really it wouldn t surprise me to find something making cases harder to bring in ca
673,dearsarah just passing on what my practicing ca employment law pal says if plaintiff has turned down settlement offer may lead to costs
674,rt advicetowriters people who understand everything get no stories bertolt brecht fiction writing http t co yeknckpepx
675,it s twue mt grammar i am confident that heathr miswrote an update and could have posted one who s been in the instead
676,ninavizz how so the anita hill moment or re likely losing the case in this attorney s opinion pao
677,dearsarah also said it s possible if she loses she ll owe kleiner s costs too i think that may not play well for kp in media if so
678,dearsarah we are still getting a bit of an anita hill moment re the valley and vc and who knows how it ll ripple i may watch closing
679,dearsarah just talked with a friend who is an employment lawyer a v feminist one whose been in the courtroom and she says nope but pao
682,joshgondelman remaking the remake can never lead to good
684,debs kevinmarks tummelvision this is reporting and distribution it means budgets have to change as do some writing expectations imo
685,threemaapp apple app store not downloading threema right now
686,debs kevinmarks tummelvision it s hard to quantify what that does for the times as a business and still they see it s necessary good
687,mt melissafpayne breaking the body of an african american man is found hanging from a tree in claiborne county the fbi mbi on scene
691,margaretatwood brilliantly reframes is it worse diff for women than men question here putting in my pocket fb http t co j jmc cia
693,night good people fb
694,and we have a fanny pack to complete the evenings s tryptych or however you spell it fb
695,sightings tonight baby doll dress with booties cut offs with tights expecting the rubber bracelets up the arm soon fb
696,sarah gregersen documentally awesome christian can give you my email let s make some plans
697,paulmccabester documentally yo looks like a good day
699,enterpriseux steveportigal ixdconf we spent a lot of time on tummelvision advocating that the soft skills are the hard skills
702,amazon drone like bump umairh i really am baffled by what starbucks was hoping to achieve with racetogether buzz trust respect
704,recent starbucks race convo project seems adapted from silicon valley start up take on community
706,rt sophiaphotos dr zucker being reviewed for mistreating trans youth is a huge deal not just in toronto he defines trans for the dsm v
711,chrisgeidner you can call that an uber k
714,night good people fb
716,britwhartonsf pmarca bhorowitz my leaptransit faq addition are the drivers employees w benefits
720,rt zoomarang bibi declaring victory is bs he still has to form a govt the centrists hold the cards let the lap dancing begin
721,reading interview w marsha norman and thinking the film wild was massively underrated because internal events are too dismissed by men
722,digiphile not yet
724,rt badbanana we are two years away from even the pilots wearing sweatpants on flights
725,rt heif chart motherjones via anildash http t co bnp b ny k
726,owenthomas a joke the old neighbourhoods of the web are changing like that city where it s builders live the lex suck etc
729,brainwane excellent
730,night good people fb
731,what makes you ask did he suddenly become ambivalent and swarthy rt mpesce is chuck norris jewish
732,f x made my day thanks
733,rt benkepes since the gigaom staff have all been let go i m wondering who all of us gigao contractors should contact about the they
734,there is not a day you don t make my life better marikotamaki
737,spotted in temescal in ironic sock garters with ankle high hiking boots and shorts notahipster fb
738,mbrhmr only if there s a bunch of billionaires on yachts pointing and laughing as it happens and even then i wonder
740,monteiro fellow funnywomen worth knowing cynthia levin betsy salkind aundr the wonderwoman jamiedenbo jessicachaffin carolyn taylor
741,rt monteiro let us now praise funny women funnywomen
742,yes monteiro i wish god was real so i could punch him in the neck for taking gilda radner away from us too soon funnywomen
743,rt f x monteiro joan rivers ellen degeneres wanda sykes aisha tyler maya rudolph heather gold megan mccarthy bea arthur funnyw
744,and as fran lebowitz says money grubbing used to be a phrase what do you think it would take for americans to criticize wealth over life
745,jill lepore piece i just tweeted makes great points about the reticense to name villains similar to umairh s earlier critique of idea biz
747,night pals at sxsw night all good people fb
748,brainwane cataloguing master tapes listening to you in some good memories thanks for all that help
749,gpetriglieri meganhustad umairh presume everything is outside ourselves it invited the dominance to do list approach you show well
750,gpetriglieri meganhustad umairh and everyone in a way objects relationality is necessary to get at institutions build them and not
751,gpetriglieri meganhustad umairh reflects love your essay would add that the hyperrationality is connected to making everything
752,gpetriglieri meganhustad umairh dictates a lot of what can be delivered and as you say it s a but bigger thing that ted merely
753,gpetriglieri meganhustad umairh i couldn t agree more and i ve coached a couple of ted talks including nilofers the even framing
758,rt barrypierce i ve never seen the proletariat and the bourgeoisie more clearly illustrated in one instagram post http t co dl yagwtqe
761,rt dialmformovies rip jeff hale aged created sesame street s iconic pinball segment and typewriter character http t co hy hetin
765,rt justkelly ok holy shit look at this email i got from a recruiter using his real full name and emailcc girlziplocked for the list htt
766,benschwartzy relying on men are strong women must be rescued is pretty cliche and boring too at this point like an airplane food joke
767,benschwartzy it was great to see bond have some vulnerability though in skyfall big progress and dramatically interesting
768,benschwartzy yes though the women in it exist a bit more as people than they do than in kingsmen which also has lots of failing women
769,kingsmen is v fun and extraordinary in someways just know as sexist as a bond film and violent as a contemporary video game fb
770,jenafriedman she lost miss marmelstein onbroadway to barbra we covered her in a recent morningjewshow which you shd do
772,what straight people call foreplay
773,rt globalbarnard women don t live under capitalism they live under feudalism therobinmorgan barnardwcw
775,my favourite person on twitter these days and in podcast see a tiny sense of accomplishment sherman alexie ff
779,emilynussbaum my first and scariest memory of the movies is that fruma sarah scene
780,nje this concludes my sandberg us politics global econ meandering minute thanks for listening
781,nje i think the culture is due for another break we re heading into beatnik times
782,nje people wanna have a family see them some times make a living not be indebted half their life global economy making that tough
783,nje i don t expect hilary clinton to do anything radically different either as much as the times demand it i hope to be wrong
784,nje the true joy of silicon valley is the gall to imagine things can be entirely different not a great base for the same but more
785,nje early second wave feminism envisioned a really different workplace across the board there were some decent ideas in there
786,nje i predict we ll see media savvy political contenders arise who make sarah palin look cultured and temperate
787,nje i don t see how we get past these parties just ignoring each other worse and worse via kardashian style media moves
788,nje if sandberg had really implemented one big solution on one big issue in her own company i think she d have turned more heads
790,nje only political leader showing any gumption for it is warren or rand and neither looks likely to come middle enough to win
791,nje i mean walmart raised its minimum wage i bet we see more of this kind of thing before the whole system melts apart
792,nje we have massive income inequality driving politics and a corrupt corptocracy with real trouble addressing it trying slowly
793,nje as the ellenpaovkpcb trial and every other facebook thread make clear the problem is so deep dudes don t get they re soaking in it
794,nje for people who want them i don t think the blow back would have been like this
795,nje her basic point re negotiating i completely agree with and if the book and campaign were targeted as some business negotiating tips
796,nje to be fair the problems of our time the corruption problems and corporate america s role are so big its going to be tough to lead
797,nje i imagine she s a profoundly focused person who s insanely capable haven t met her yet but challenged on the communication front
798,nje every time there s a press release look at the careful choice of partners it seems pretty telling there s zero grass roots there
799,ninavizz sure here s mine if he hasn t been in therapy by next guy
800,nje in ye olde gop times i d say she had some kind of libertarian shot in her party but the new gop primary would eat her alive
801,nje nje if she runs but it sure looks like when though if she wants to run republican that would be interesting
802,nje i think sandberg has really underestimated the harm this approach will do for her when she runs for office
803,nje condescension is often present when someone is either completely unaware of someone else implied in the situation or doesn t give s
804,rt nje heathr and being super condescending at the same time
805,feminist pushback on leanin is bc it s like netanyahu saying in the us congress where he has access he s speaking for all jews he isn t
806,not really challenging or threatening any underlying issue among the male structure of the funders or execs of the tech world
807,leanin is a calculated effort to bolster female creed and shore up political alliances and grassroots heavily in quotes while
808,current corp culture isn t healthy it s not healthy for women or for men it s certainly not helping have a democracy leanin
809,for any help it does women in corporate america i say zay gezunt i ll always take any good leanin
810,it s the press campaign of speaking for women that doesn t work about sandberg s work and i don t think it ll politically fly
811,sandberg s pr campaign and book is offensive because of it s hypocrisy and underlying buy in to business as usual
812,no no that s not it at all why do people find sandberg s advice so offensive i think it s because she s speaking for herself
814,anybody remember where that spreadsheet is from awhile back of dudes who agreed to not speak on panels that weren t half female anildash
816,why do award shows stay desperate to attract young male viewers just give up on them it s not their game fb
820,sxsw tbt with twit women inc ginatrapani debs drkiki hello to many friends at old stomping grounds sxsw fb http t co ve znszchq
821,samsmullins nice themoth
824,i don t want an apple watch i want a breakfast robot fb
826,rt sarahm fraternity men make up of scotus justices since of presidential cabinet since of senators fortun
835,rt ialexabramovich about yrs ago almost nobody would speak to me at city of to today funding is approved for the st lgbtq transitiona
839,dear god that woman is a hero and his is a tragedy the us needs to ban firearms like australia this is insane insane
843,fredericg agreed whole thing is fercukt but dems have a different kind of problem lessig
845,international politics is now run like the kardashians career way to go like the gop thought starting w reagan they could control this
846,cnrsocial socialsensing just felt something and wondering if it was an earthquake
848,rt jaketapper breaking u oklahoma president david boren expells students id ed as leading the singing of a racist song during sae f
850,earthquake oakland temescal
851,come back harper i really hate losing people i admire from the internet sad that sarahjeong has deleted her twitter account
854,ericajoy dearsarah kaporcenter is what comes to mind
855,rt ericajoy which valley tech companies have founder c level leaders that actively speak out in support of women in technology exclude
857,what are your fave feminist documentaries fb
859,rt danprimack kind of amazing that gigaom a site whose founder is a partner at its main vc backer is shutting down due to lack of new f
860,schlomo vcs are all taking on their own designer or ux guy and yes guys next journos capital sees need for expression to sell itself
861,rt schlomo the feels newteevee and gigaom in general did great things very sad to see it go but i predict journos will join a vc s
862,phpress markmilian and that woman is a model says something
863,phpress markmilian yeah that s not really the point markmilian is making white chick in years of mostly white dudes
864,in a room organized for feminist convo post miss representation screening women guys guys definitely taking at least airtime
866,rt markmilian christy turlington is the first woman on stage at an apple event in years last was jen herman who appeared w pincus to
867,fraying tried to do a kvetch shout out and tweetbot scrambled it
869,oh it s like pink is vomiting on you when you walk down the girls aisles fb
871,finally seeing miss representation and must say i m not surprised at the high school level of filmmaking womenshistorymonth
872,rt radar info so many amazing things happening soon come meet danielhandler marikotamaki on april at booksmith http t co jnazwnk
875,when fili krushel proposed installing a troika of female producers to oversee the show this is like lilith fair lauer complained
876,cy choi yeah it s part of why there was room for apple to do the ipod
878,pang look forward to a new one what s the name of your film
879,cy choi can t imagine it ll be easy to fence
881,around internationalwomansday i m wishing for dudes to see the assualting behaviour of terry richardson getting shots as clouding his work
882,pang still doing the show havent seen a new ep since d wison
883,night good people fb
884,rt desusnice moving an hour forward for daylight savings time is like skipping ahead in life mp http t co qbecyzjgzg
886,if you re a big carol kane fan seek out hester street the lead role she always deserved fb
887,somehow missed this other carol kane role rt katesherrill heathr she has a recurring role on gotham she plays the penguin s mother
888,carol kane is in the cast of unbreakable kimmy schmidt i m in has she been a tv regular since taxi
890,twitter suspended the accounts of the harassers of gehreg s daughter gabby quickly spacekatgal femfreq you and all deserve same
893,peterme required
896,elissabeth aw thanks
897,elissabeth i m game
898,for adamslisa
899,my sincere condolences to adamslisa s family and friends and xeni and everyone grieving her loss she was an honest human voice here
902,jillsobule susanorlean ooh child every time i cry every damn time
903,rt mjb sf davidstreitfeld so curious how ellenpao can t own a room but is somehow difficult to get along with
904,phpress yes and isn t it interesting that the messages are addressed to the deceased
906,i find it interesting that people event atheists worldwide write messages to the deceased on twitter like a giant wailing wall fb
907,heading to wise sons if you re around pud and my sf mission peeps fb
908,that stevie wonder synthesizer doc i just tweeted via austinkleon
913,stewart mathowie you guys working together the oil painting is giving me the now odd feeling of internet hope
914,night good people fb
915,uber they re scum i lost the cabbie who lost drivers providing me with material on the way to stand up fb
918,i hear god made adam and eve and ruth and naomi who had matching guatemalan vests fb
920,rt ebekiel sad but true one vc tells me if kpcb loses its gender discrimination case he d be less likely to hire a female partner ch
922,rt freebsdgirl today i am happy to announce the online abuse prevention initiative created with thequinnspiracy alexlifschitz amp sh
923,i interviewed w some vc when i first got to the valley the only women in site were heidi roizen and ann winblad how much change ellenpao
924,rt twilsontv vassallo told investigator nazre was going out of his way to demonize ellenpao
925,rt twilsontv investigator walking through instances ellenpao told him about incl all male dinners porn star discussions sex banter at
926,rt michellequinn pao so it was the ceo of chegg not kleiner folks talking about how marissa mayer is hot and maybe should be on his
927,business needs art the most and the more it tells itself stories about itself the more it needs it fb
931,dirtbagg equality is a chance at an equally bad sit com
934,rt lizgannes told it s quite likely that ellen pao will testify this afternoon starting at
935,also lgbt folks and all who oppose state sanctioned discrimination let cocacola homedepot and delta all in ga know they have to step up
936,atlanta is one of the queerest cities in the country these bills allowing lgbt discrimination must be so scary for everyone there
941,it feels like something right in the world i name carolyn all the time when asked who my fave comics are burnett brilliant
942,canada you are so lucky cbc just picked up baroness von sketch a show by one of the most brilliant comics i ve seen carolyn taylor fb
943,sheckygreen i have that album just for enchanted cover display purposes
946,the best way to know someone doesn t speak for a group of people is their quickness to tell you that they do
948,tanehisicoates and we have a long way to go a huge percentage of homeless and suicidal teens are queer housing employment street safety
949,tanehisicoates yep and lgbt movement completely intertwined w other movements took suffrage civil rights d wave feminism too
951,that last prince related tweet via jessewashington also heads up anildash if you haven t seen the bb all pic
955,rt lsblakk i think tech should take on homelessness and the housing crisis no new office buildings in sf until we don t have homelessnes
957,ruthannharnisch it was thrilling to see footage of so many i admire and your name too thanks for funding it
958,saw she s beautiful when she s angry tonight love for the women who worked so we could have so much now inc harnischfound ruthannharnisch
959,i used flywheel now i have the nice safe feeling of being in a regulated cab
960,how did everyone in the s make it through the decade without glasses a day from their own water bottle
963,leigh justin look at the tweet before it
964,i am incredibly grateful for my college education the chance to play hockey to come to the us but the level of debt today insane
965,most interesting thing tavitulle said on ronnaandbeverly is that she doesn t plan on going to college seems smart for her
967,hmmm searching someone s name on twitter used to show you where they were mentioned now it takes you to user profiles
971,can t get the pope tapping his toe in the sf opera house in the sites of the albino out of my mind fb
972,ddukes it s like you just finished lacrosse practice so young
974,finally watched the sweet smell of sucess great movie and closer to silicon valley than social network was imo
976,documentally me
977,rt peterbeinart donnabrazile paulbegala aipac aipac defends israel s right to hold millions w out basic rights in west bank not right
981,rt sonykapoor hey bibi you do not speak for american jews amp no americans don t want a war with iran full page ad in nyt http t
984,rt artemis ff the thing women have yet to learn is nobody gives you power you just take it roseanne barr therealroseanne http t
988,ubiquity thanks i m a bit over i do like the lightness of the s
989,ubiquity question remains re bmw vintage
990,ubiquity i ll let you know if i see one lots on the streets of the bay area
991,ubiquity ha i ve been kept it through thick and thin and years on the east coast storing it but i ll keep my eyes out for another
992,ubiquity someone who likes her honda four
993,ubiquity thanks for sharing the latest morningjewshow about wark acker s i m very into you what vintage bmw do you recommend for
995,mulegirl headspace is on of the best emotionally savvy designed apps services i have found meditation
998,stealthissingul thanks ru you are in the discussion too
999,ibogost yep really good and fun
1001,ibogost laurakipnis i d prefer a culture that works on emotional skills and mental health early and more than law suits but it doesn t
1002,ibogost laurakipnis i m a lover of pith but i hunk this piece finds refuge there over the complicated reality of the emotional landscape
1003,ibogost laurakipnis the school had to be sued to even get the grievance board yes lots of y olds freeze when afraid uncertain
1004,ibogost laurakipnis i reviewer lots of cases decades ago at yale on their sexual harassment grievance board there are always probs
1005,ibogost laurakipnis i m not surprised some campuses went to a no dating approach bc liab after ages of ineffectively dealing w problem
1006,ibogost laurakipnis so kipnis thinks if only students today were more like she was that s the answer to the problem
1007,i second umairh s recommendation please read matthewstoller s twitter essay recent in his stream on small biz destruction greece
1008,rt umairh i strongly rec you read matthewstoller s weekend tweet storms agree or not he s one of few serious thinkers about the politi
1009,rt matthewstoller the basic shape of the requests in other words is not to get rid of corruption it is to wipe out the civic secto
1010,rt melissapierce i don t think having only white men on your board is unconscious bias i think it s lazy and stupid karaswisher
1013,ani difranco she was the judy garland for lesbians of her era she was how lesbians met each other from the next morningjewshow ep fb
1014,i know what it s like to try to network do business w a vc founder and be met with inappropriate sexual crap watching ellen pao s case
1016,brainpickings never forget your wonderful hands sounds like an affair or flirtation to me
1018,losertakesall a llama wearing a gold dress llama s are very showy
1019,pretty sure the us could go to war and it wouldn t show up in the upper right news headlines on facebook unless a kardashian was involved
1025,r bl rd llamawatch
1027,r bl rd did you arrange this llamas winamp
1028,in response to my how did we get netneutrality question rt paulschreiber heathr four million comments
1029,fcc ruled the net a utility phew i m very surprised and relieved someone explain how corruption didn t get to this
1034,mattthomas please do
1035,thinking jimmy fallon goes home after tapings and puts on joni mitchell s blue or some nin and takes out the sylvia plath
1036,dearsarah moral gtd
1037,chrisgeidner you don t bring me bowers anymore cc ellenpapadakis
1038,winning has a joy and a discrete purity to it that cannot be replaced by anything else bart giamatti fb
1041,rt yokymatsuoka my time at nest was incredible an amazing team but now i m excited to join the flock at twitter as vp of technology
1042,elonjames i d love to see gay men get involved in some feminist organizing i have no problem asking we asked straight folks re marriage
1043,elonjames that s why i got that impression of that impulse course i it s for her to say what she meant what she said is being critiqued
1044,elonjames the speaker gets all men don t love women romantically can t say the whole sentence is coherent or doesn t have probs but
1045,elonjames it seems to me that when someone starts all women men who love women gay people the impulse to say gay people is bc
1046,elonjames yeah i m talking about how i read the start of it i m not dismissing critiques but in trying to follow her
1047,elonjames and lgbt rights are subset of feminist movement civil rights fighting discrimination based on restricting gender swimmamum
1048,elonjames the begining of her sentence is all women all men who love women gay people
1050,elonjames i read her mention of gay people as a way to be inclusive after saying all women all men who love women swimmamum
1052,noakushner lululemon s story is as disturbing as bikrams guess anything people look to for salvation attracts opportunists
1053,dougmcgray calsunday pretty does it come packaged with a breakfast nook and an indirect ray of sunshine
1055,mallelis i always tell those sports bar dudes when you fuck someone just so you can talk about your feelings with them get back to me
1061,rt om mobile accounts for more than of youtube watch time and of overall views jpmorgan mobile stats goog http t co lz
1063,rt iyanlavanzant love is simple we make it hard with our trappings expectations and demands
1064,michellequinn ooh if i get a spare day i m tempted to join her live tweeting pao v kpcb would be a blast
1067,the fast click short attention web ie facebook buzzfeed is driven by capital investor demand as much or more as the tech
1069,quince did you find an answer to your hamentaschsen question
1070,rt jenashtep http t co ctuezz u p
1072,rt ibogost heathr anildash they are two unicode char wide aggregates made from an original and a race modifier
1073,anildash maybe they ll change the iphone contacts icon still an on desktop dude on the phone ios gender
1075,anildash bad news is there doesn t look like there are female equivalents hope i m wrong emoji osx
1078,tomcoates thanks for the convo
1079,tomcoates is relying on inequality of many kinds esp immigrant labour too and unpaid work
1080,tomcoates more subversive and challenging and have a harder time finding public footing bc systemically the whole thing we re in
1081,tomcoates which does like to wag fingers at the middle east now without looking in the mirror i think economic issues are way
1082,tomcoates of all races sexualities that need focus re wage equality need it very badly it s a true disgrace for the us
1083,tomcoates and listening to the entire comments and the context of the movie it s poor women single mums elderly women
1084,tomcoates where the numbers are insane and people mostly have privilege and but my sense is looking at pattyarquette s tweets
1085,tomcoates but women s rights have gotten separated out to some degree i think it s a debate pretty alive in tech hollywood stuff
1086,tomcoates more recent popular focus and political success that makes sense to me of course you can t separate everything out perfectly
1087,tomcoates huh i didn t hear more solved she didn t say that it s easily read though what seems accurate to me is has had
1088,tomcoates tomcoates of all genders we ve got a lot more than
1089,tomcoates lesbian bi womens issues were routinely given short shirft for various reasons including the face there s way fewer of us
1090,tomcoates historically the difficulty in organizing has been the other way round the beginning of the never ending acronym happened bc
1091,tomcoates i couldn t disagree more
1092,tomcoates i m going for generous but im open to the critiques
1093,tomcoates larger point about wage equality is continued and there wd be no gay movement wo feminism i don t think they can be separated
1094,tomcoates but at the end of the day its the kind of moment that does give a chance for more public learning on it but i also hope the
1095,tomcoates the phrase began all women in american includes all women of all colours lesbians trans women anyone who ids as a woman
1096,tomcoates yeah that s a problem and i agree w critique on that for sure but
1097,tomcoates queer struggles are gender struggles
1098,tomcoates what s you queer beef w her statement which oddly sounds like some kind of alternative to kobe beef
1099,but the larger call for an equal rights amedment and for wageequality for all women i hope is picked up by all and worked for
1100,and she s addressing race and wage inequality in her feed doesn t mean she can t be critiqued by all means sure
1101,neither in intent or in what she said all the women in america all the men who love women all the gay people pattyarquette
1102,yeah there s critique to be made and some stuff she can get but there s no lgbt beef there as far as i can see at all patriciaarquette
1103,twitter is too short to write them out in full but if you watch the speech arquette s intent looks inclusive and re gay men is inclusive
1107,rt billdixonish we re in a really bad place in musical culture when we are super surprised our pop stars can sing songs
1108,yayfiona thx for tip
1110,thought it was the average movie job breakdown these days rt nelson waxpancake boy smurfs and girl smurf the reality is grim
1111,katelosse thing the post will be willing to print an op ed by a woman responding to wadhwa s
1115,rt desusnice african american sniper would be a great sequel and solve a ton of problems for next years oscars
1116,rt brendohare when i saw neil patrick harris suitcase bit at the oscars that s when i knew i wanted to do comedy biggest comed
1117,era now night good people fb
1119,skeskali jbrotherlove webinista or look at the statement and presume she doesn t give a shit abt anyone who doesn t look like her
1120,skeskali jbrotherlove webinista and one cd look at it as a call for intersectionality for men of all kinds to work for equal pay for wmn
1121,skeskali jbrotherlove webinista that woman of all colours need and deserve gender equality and have worked on many movements
1122,skeskali jbrotherlove webinista you know her sister is trans right i think her language is sloppy but a generous reading wd be
1123,an unexpectedly political oscars still managed an amazing amount of obvious closeting and domestic abuse presenters fb kthalps
1124,travolta that wig ain t gonna get you no beards fb
1125,rt lauren galik i think more was said about our criminal justice system during the oscars than during obama s state of the union address
1127,rt julieklausner if travolta is wearing that chain what is his bottom using to connect his scrotum to his weight belt
1128,rt followernodad i want maria bamford to host the oscars
1129,rt walterkirn hollywood proved tonight that it is racist by attempting to prove far too many times that it is not theoscars
1130,rt hemjhaveri people are losing their shit over patricia arquette saying that women deserve equal rights like this is how low we are rig
1131,harold ramis thanks ashley glad i was wrong nothisisashley heathr last year
1132,rt kathygriffin if john travolta doesn t stop hugging people someone is going to get caught in his necklace
1134,rt kimmasters what barclaysaul kimmasters no harold ramis either
1137,rt phoenix atl wow wtf how are u not going to acknowledge joan rivers on the academyawards shadeattheoscars http t co m lz kdd c
1138,rt poniewozik i would love to hear the joan rivers routine about getting left out of the in memoriam reel
1139,rt dearsarah is actuallynph the st oscars host to consistently amp comedically sexually objectify men amp himself rather than focusing
1140,rt timfederle taylor negronactor http t co r eslpckq
1141,caissie she directed rabbittest totally wrong
1142,rt puddinstrip taylor negron was cut from the in memoriam to make more room for neil patrick harris s underwear bit oscars
1143,rt realleadelaria how was elaine stritch not in that montage wtf
1144,rt mashable pattyarquette can have another award for that speech http t co bqgjczkgx
1145,rt melsil the women in the film business know that they work in an insanely sexist industry and it takes some serious guts to call it out
1147,rt ryanghinds heathr look who s talking serial mom muppet take manhattan wtf
1148,rt motokorich and pattyarquette called for clean water around the world too
1150,rt mmflint god bless you patricia arquette a great actor a brilliant citizen you ve just won the admiration of millions much love
1152,rt biancaconsunji fuck yeah patricia arquette
1153,rt officialjld yup pattyarquette
1154,rt cd clifford gotta trend pattyarquette instead of patriciaarquette give the love straight to her
1155,rt pattonoswalt patricia just caused the streep jlo voltron we re all doomed oscars
1156,rt markennis it was then that i carried you http t co tmnbc lsg
1158,mulegirl that gif goes right on my default screens
1159,rt mulegirl ok patricia arquette brought some globes level madness and the meryl streep right on will be the only gif i use in slac
1160,rt annehelen can t quite articulate how much that patricia arquette speech meant how effectively amp concisely you can use that platform
1162,rt rgay i love how meryl jumped up she is ride or die
1163,rt jsmooth love patricia and love that speech wonder if that anonymous oscar voter thought patricia s speech was also stirring
